product_id,product_name,category,sub_category,price
P00839,Urban Basmati Rice 1L,Beverages,Tea & Coffee,150
P00840,Daily Namkeen 1L,Personal Care,Skin Care,240
P00841,Happy Atta 12 pcs,Baby Care,Diapers,690
P00842,Pure Shampoo 1kg,Personal Care,Deos & Perfumes,590
P00843,Fresh Chocolate 6 pcs,Baby Care,Diapers,170
P00844,Smart Basmati Rice 2kg,Grocery & Staples,Dal & Pulses,60
P00845,Good Namkeen 6 pcs,Beverages,Energy Drinks,150
P00846,Green Toothpaste 200g,Fruits & Vegetables,Fresh Vegetables,20
P00847,Quick Eggs 500g,Baby Care,Baby Skin Care,740
P00848,Fresh Basmati Rice 1L,Household,Disposables,130
P00849,Metro Basmati Rice 12 pcs,Baby Care,Baby Food,310
P00850,Urban Bread 2kg,Fruits & Vegetables,Fresh Vegetables,230
P00851,Pure Cookies 1kg,Dairy & Bakery,Paneer,130
P00852,Good Coffee 1L,Snacks & Branded Foods,Biscuits & Cookies,40
P00853,Good Namkeen 2kg,Fruits & Vegetables,Herbs,70
P00854,Metro Milk 1kg,Dairy & Bakery,Milk,180
P00855,Happy Dishwash 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,40
P00856,Daily Eggs 200g,Personal Care,Deos & Perfumes,80
P00857,Daily Potato 12 pcs,Beverages,Soft Drinks,140
P00858,Happy Juice 12 pcs,Fruits & Vegetables,Herbs,210
P00859,Good Basmati Rice 200g,Snacks & Branded Foods,Instant Food,230
P00860,Smart Milk 500ml,Baby Care,Baby Food,130
P00861,Pure Apple 1L,Grocery & Staples,Atta & Flour,60
P00862,Pure Juice 6 pcs,Dairy & Bakery,Breads,20
P00863,Quick Tea 200g,Grocery & Staples,Dry Fruits,560
P00864,Metro Cookies 1kg,Snacks & Branded Foods,Biscuits & Cookies,220
P00865,Happy Cold Drink 500ml,Baby Care,Diapers,120
P00866,Daily Tea 200g,Grocery & Staples,Dal & Pulses,150
P00867,Pure Juice 500g,Dairy & Bakery,Milk,160
P00868,Happy Tea 12 pcs,Snacks & Branded Foods,Chips & Namkeen,200
P00869,Metro Potato 2kg,Grocery & Staples,Atta & Flour,470
P00870,Green Apple 1L,Fruits & Vegetables,Herbs,50
P00871,Happy Atta 500ml,Household,Laundry,230
P00872,Smart Banana 500g,Personal Care,Skin Care,190
P00873,Urban Chocolate 500ml,Baby Care,Baby Skin Care,690
P00874,Pure Curd 200g,Fruits & Vegetables,Fresh Vegetables,80
P00875,Metro Cookies 200g,Baby Care,Diapers,110
P00876,Quick Potato 1kg,Dairy & Bakery,Cakes,140
P00877,Daily Cashew 200g,Snacks & Branded Foods,Chips & Namkeen,50
P00878,Smart Eggs 1kg,Fruits & Vegetables,Fresh Vegetables,30
P00879,Happy Tea 1L,Household,Disposables,300
P00880,Happy Almonds 6 pcs,Baby Care,Baby Food,720
P00881,Metro Atta 200g,Baby Care,Diapers,410
P00882,Pure Milk 12 pcs,Baby Care,Diapers,660
P00883,Smart Juice 2kg,Dairy & Bakery,Cakes,50
P00884,Daily Atta 500g,Personal Care,Skin Care,490
P00885,Good Milk 12 pcs,Beverages,Soft Drinks,50
P00886,Pure Shampoo 500g,Grocery & Staples,Rice,320
P00887,Quick Floor Cleaner 500g,Household,Laundry,230
P00888,Pure Atta 6 pcs,Beverages,Tea & Coffee,40
P00889,Smart Curd 1L,Baby Care,Diapers,580
P00890,Quick Tomato 2kg,Baby Care,Baby Food,530
P00891,Smart Shampoo 500ml,Baby Care,Baby Skin Care,770
P00892,Urban Bread 2kg,Beverages,Energy Drinks,90
P00893,Quick Milk 1L,Snacks & Branded Foods,Instant Food,160
P00894,Quick Toothpaste 12 pcs,Fruits & Vegetables,Fresh Fruits,50
P00895,Pure Cookies 2kg,Personal Care,Deos & Perfumes,220
P00896,Quick Toor Dal 6 pcs,Grocery & Staples,Rice,470
P00897,Fresh Atta 12 pcs,Beverages,Juices,240
P00898,Metro Bread 2kg,Beverages,Tea & Coffee,130
P00899,Smart Eggs 1kg,Fruits & Vegetables,Fresh Fruits,170
P00900,Smart Cashew 500ml,Baby Care,Baby Skin Care,500
P00901,Daily Coffee 2kg,Baby Care,Baby Food,320
P00902,Pure Basmati Rice 500g,Baby Care,Baby Food,260
P00903,Smart Tomato 1L,Grocery & Staples,Dry Fruits,160
P00904,Happy Almonds 1kg,Fruits & Vegetables,Fresh Vegetables,240
P00905,Smart Toothpaste 500g,Personal Care,Hair Care,430
P00906,Urban Shampoo 6 pcs,Household,Disposables,340
P00907,Pure Curd 500ml,Household,Laundry,50
P00908,Green Toor Dal 200g,Snacks & Branded Foods,Instant Food,70
P00909,Green Toothpaste 2kg,Baby Care,Baby Food,400
P00910,Happy Toor Dal 1kg,Personal Care,Deos & Perfumes,500
P00911,Green Namkeen 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,120
P00912,Metro Curd 12 pcs,Dairy & Bakery,Milk,250
P00913,Good Toor Dal 500g,Snacks & Branded Foods,Chips & Namkeen,80
P00914,Good Tea 200g,Household,Disposables,100
P00915,Happy Shampoo 12 pcs,Snacks & Branded Foods,Instant Food,190
P00916,Happy Toor Dal 500g,Snacks & Branded Foods,Chips & Namkeen,70
P00917,Good Banana 6 pcs,Personal Care,Skin Care,280
P00918,Urban Coffee 1kg,Dairy & Bakery,Cakes,160
P00919,Happy Dishwash 500ml,Beverages,Tea & Coffee,100
P00920,Urban Milk 12 pcs,Beverages,Juices,60
P00921,Urban Tea 6 pcs,Personal Care,Oral Care,350
P00922,Happy Juice 6 pcs,Baby Care,Diapers,130
P00923,Smart Namkeen 500g,Fruits & Vegetables,Herbs,150
P00924,Daily Eggs 500ml,Fruits & Vegetables,Fresh Vegetables,100
P00925,Quick Banana 6 pcs,Snacks & Branded Foods,Instant Food,70
P00926,Happy Basmati Rice 200g,Snacks & Branded Foods,Biscuits & Cookies,90
P00927,Urban Dishwash 500g,Personal Care,Oral Care,140
P00928,Good Toor Dal 6 pcs,Grocery & Staples,Dry Fruits,360
P00929,Quick Apple 500ml,Grocery & Staples,Dry Fruits,130
P00930,Happy Eggs 12 pcs,Baby Care,Baby Skin Care,780
P00931,Green Tea 2kg,Beverages,Juices,160
P00932,Metro Coffee 200g,Baby Care,Baby Skin Care,350
P00933,Green Cold Drink 500ml,Dairy & Bakery,Milk,160
P00934,Urban Juice 500g,Dairy & Bakery,Breads,40
P00935,Urban Eggs 12 pcs,Grocery & Staples,Rice,80
P00936,Daily Shampoo 2kg,Grocery & Staples,Dry Fruits,350
P00937,Good Floor Cleaner 500g,Dairy & Bakery,Breads,30
P00938,Happy Atta 12 pcs,Household,Cleaning Supplies,100
P00939,Quick Cashew 1kg,Personal Care,Skin Care,270
P00940,Urban Basmati Rice 1L,Household,Cleaning Supplies,140
P00941,Quick Milk 200g,Dairy & Bakery,Cakes,230
P00942,Smart Bread 200g,Baby Care,Baby Food,590
P00943,Happy Curd 1L,Grocery & Staples,Atta & Flour,60
P00944,Happy Namkeen 500g,Beverages,Energy Drinks,90
P00945,Happy Atta 500g,Snacks & Branded Foods,Biscuits & Cookies,210
P00946,Good Floor Cleaner 12 pcs,Personal Care,Hair Care,380
P00947,Quick Potato 1kg,Snacks & Branded Foods,Instant Food,160
P00948,Quick Juice 500g,Snacks & Branded Foods,Chips & Namkeen,190
P00949,Quick Dishwash 500ml,Fruits & Vegetables,Herbs,270
P00950,Happy Tomato 2kg,Grocery & Staples,Atta & Flour,460
P00951,Quick Cookies 500ml,Household,Cleaning Supplies,120
P00952,Pure Basmati Rice 2kg,Beverages,Tea & Coffee,100
P00953,Green Tomato 500ml,Baby Care,Diapers,730
P00954,Smart Cashew 1kg,Dairy & Bakery,Breads,270
P00955,Smart Floor Cleaner 2kg,Dairy & Bakery,Breads,200
P00956,Good Apple 6 pcs,Beverages,Energy Drinks,40
P00957,Smart Cashew 12 pcs,Beverages,Juices,100
P00958,Metro Floor Cleaner 2kg,Fruits & Vegetables,Fresh Vegetables,110
P00959,Happy Potato 200g,Dairy & Bakery,Milk,190
P00960,Quick Toor Dal 1kg,Fruits & Vegetables,Herbs,100
P00961,Daily Apple 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,250
P00962,Metro Apple 1kg,Personal Care,Deos & Perfumes,330
P00963,Fresh Coffee 2kg,Beverages,Juices,160
P00964,Quick Basmati Rice 200g,Dairy & Bakery,Cakes,250
P00965,Good Shampoo 12 pcs,Snacks & Branded Foods,Instant Food,120
P00966,Urban Curd 1L,Personal Care,Skin Care,200
P00967,Urban Cookies 500ml,Dairy & Bakery,Paneer,60
P00968,Happy Cashew 6 pcs,Baby Care,Diapers,490
P00969,Good Tomato 2kg,Snacks & Branded Foods,Chips & Namkeen,70
P00970,Happy Cold Drink 2kg,Personal Care,Oral Care,320
P00971,Good Coffee 2kg,Personal Care,Skin Care,590
P00972,Pure Milk 2kg,Fruits & Vegetables,Fresh Fruits,50
P00973,Metro Eggs 6 pcs,Household,Laundry,200
P00974,Fresh Curd 12 pcs,Personal Care,Deos & Perfumes,110
P00975,Metro Coffee 500g,Baby Care,Diapers,560
P00976,Good Potato 1L,Beverages,Juices,120
P00977,Fresh Almonds 2kg,Personal Care,Oral Care,230
P00978,Fresh Chocolate 2kg,Dairy & Bakery,Milk,220
P00979,Good Toothpaste 2kg,Fruits & Vegetables,Fresh Fruits,250
P00980,Smart Cashew 200g,Snacks & Branded Foods,Chips & Namkeen,40
P00981,Quick Apple 1kg,Baby Care,Diapers,540
P00982,Quick Eggs 6 pcs,Grocery & Staples,Dry Fruits,280
P00983,Fresh Coffee 6 pcs,Grocery & Staples,Dry Fruits,490
P00984,Green Cookies 12 pcs,Household,Cleaning Supplies,150
P00985,Daily Tea 1kg,Household,Disposables,260
P00986,Daily Atta 1kg,Personal Care,Skin Care,390
P00987,Good Floor Cleaner 2kg,Dairy & Bakery,Cakes,110
P00988,Happy Curd 2kg,Beverages,Juices,60
P00989,Urban Floor Cleaner 6 pcs,Household,Disposables,110
P00990,Daily Potato 200g,Snacks & Branded Foods,Chips & Namkeen,210
P00991,Good Apple 2kg,Personal Care,Hair Care,380
P00992,Daily Almonds 6 pcs,Household,Disposables,180
P00993,Metro Toor Dal 6 pcs,Fruits & Vegetables,Fresh Fruits,100
P00994,Metro Coffee 1kg,Dairy & Bakery,Breads,70
P00995,Green Dishwash 1kg,Household,Laundry,200
P00996,Quick Atta 200g,Grocery & Staples,Atta & Flour,200
P00997,Smart Apple 6 pcs,Grocery & Staples,Rice,70
P00998,Good Tea 500g,Grocery & Staples,Dal & Pulses,160
P00999,Happy Potato 500g,Dairy & Bakery,Cakes,270
P01000,Good Namkeen 2kg,Grocery & Staples,Dal & Pulses,110
P01001,Fresh Bread 500ml,Snacks & Branded Foods,Instant Food,60
P01002,Pure Almonds 6 pcs,Snacks & Branded Foods,Chips & Namkeen,30
P01003,Green Dishwash 1kg,Fruits & Vegetables,Fresh Fruits,230
P01004,Daily Cashew 500g,Beverages,Juices,40
P01005,Fresh Shampoo 200g,Personal Care,Skin Care,520
P01006,Urban Tea 12 pcs,Baby Care,Baby Skin Care,570
P01007,Fresh Tea 12 pcs,Dairy & Bakery,Curd & Yogurt,210
P01008,Pure Shampoo 2kg,Baby Care,Baby Skin Care,170
P01009,Green Bread 1L,Grocery & Staples,Atta & Flour,160
P01010,Smart Banana 6 pcs,Dairy & Bakery,Curd & Yogurt,110
P01011,Happy Toor Dal 500ml,Beverages,Juices,230
P01012,Smart Cold Drink 1L,Baby Care,Baby Skin Care,110
P01013,Good Potato 1kg,Household,Cleaning Supplies,390
P01014,Fresh Tea 500ml,Baby Care,Baby Food,740
P01015,Good Toor Dal 12 pcs,Dairy & Bakery,Cakes,280
P01016,Good Shampoo 200g,Dairy & Bakery,Cakes,240
P01017,Daily Shampoo 12 pcs,Fruits & Vegetables,Fresh Vegetables,280
P01018,Fresh Dishwash 2kg,Household,Cleaning Supplies,210
P01019,Metro Dishwash 1L,Snacks & Branded Foods,Instant Food,150
P01020,Good Coffee 500g,Beverages,Tea & Coffee,130
P01021,Good Floor Cleaner 500g,Grocery & Staples,Atta & Flour,50
P01022,Quick Floor Cleaner 1kg,Personal Care,Deos & Perfumes,150
P01023,Metro Floor Cleaner 6 pcs,Beverages,Juices,60
P01024,Smart Potato 500ml,Dairy & Bakery,Curd & Yogurt,270
P01025,Pure Bread 500g,Snacks & Branded Foods,Chips & Namkeen,20
P01026,Smart Banana 200g,Dairy & Bakery,Paneer,120
P01027,Happy Toothpaste 6 pcs,Household,Laundry,40
P01028,Smart Curd 500g,Household,Cleaning Supplies,210
P01029,Smart Almonds 200g,Beverages,Energy Drinks,150
P01030,Green Atta 2kg,Beverages,Juices,190
P01031,Pure Tomato 6 pcs,Household,Disposables,200
P01032,Pure Juice 12 pcs,Grocery & Staples,Rice,210
P01033,Daily Toothpaste 6 pcs,Personal Care,Skin Care,410
P01034,Smart Tomato 12 pcs,Household,Cleaning Supplies,380
P01035,Quick Milk 12 pcs,Household,Disposables,180
P01036,Green Apple 6 pcs,Dairy & Bakery,Breads,120
P01037,Quick Apple 12 pcs,Grocery & Staples,Rice,510
P01038,Urban Shampoo 500ml,Baby Care,Baby Skin Care,800
P01039,Urban Milk 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,110
P01040,Happy Juice 1kg,Dairy & Bakery,Paneer,30
P01041,Happy Juice 6 pcs,Fruits & Vegetables,Fresh Fruits,160
P01042,Quick Toor Dal 2kg,Personal Care,Hair Care,320
P01043,Fresh Bread 6 pcs,Dairy & Bakery,Curd & Yogurt,230
P01044,Smart Toor Dal 12 pcs,Beverages,Energy Drinks,170
P01045,Smart Eggs 12 pcs,Personal Care,Deos & Perfumes,300
P01046,Fresh Cashew 200g,Beverages,Soft Drinks,70
P01047,Good Basmati Rice 12 pcs,Dairy & Bakery,Curd & Yogurt,150
P01048,Daily Cashew 500g,Grocery & Staples,Atta & Flour,510
P01049,Good Floor Cleaner 500ml,Beverages,Juices,40
P01050,Metro Atta 6 pcs,Personal Care,Oral Care,510
P01051,Quick Almonds 200g,Baby Care,Diapers,370
P01052,Quick Curd 500ml,Fruits & Vegetables,Herbs,100
P01053,Pure Toothpaste 6 pcs,Grocery & Staples,Dry Fruits,200
P01054,Green Juice 200g,Household,Cleaning Supplies,280
P01055,Daily Eggs 1L,Household,Laundry,70
P01056,Urban Dishwash 2kg,Household,Laundry,210
P01057,Daily Bread 500g,Dairy & Bakery,Curd & Yogurt,120
P01058,Happy Floor Cleaner 12 pcs,Beverages,Tea & Coffee,210
P01059,Green Floor Cleaner 1L,Grocery & Staples,Atta & Flour,200
P01060,Pure Cold Drink 2kg,Personal Care,Skin Care,490
P01061,Good Juice 2kg,Baby Care,Baby Food,460
P01062,Good Milk 500ml,Fruits & Vegetables,Fresh Fruits,280
P01063,Pure Basmati Rice 6 pcs,Beverages,Juices,60
P01064,Pure Basmati Rice 1kg,Beverages,Tea & Coffee,170
P01065,Fresh Toothpaste 2kg,Grocery & Staples,Dry Fruits,310
P01066,Quick Basmati Rice 2kg,Household,Laundry,70
P01067,Fresh Toothpaste 200g,Baby Care,Baby Food,290
P01068,Pure Atta 200g,Household,Disposables,160
P01069,Green Tea 500ml,Beverages,Soft Drinks,160
P01070,Urban Coffee 500g,Beverages,Energy Drinks,170
P01071,Metro Coffee 200g,Household,Cleaning Supplies,110
P01072,Quick Cashew 6 pcs,Baby Care,Baby Skin Care,560
P01073,Metro Milk 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,220
P01074,Urban Cookies 1L,Fruits & Vegetables,Herbs,300
P01075,Pure Eggs 200g,Grocery & Staples,Atta & Flour,180
P01076,Fresh Tea 500g,Beverages,Energy Drinks,190
P01077,Pure Tea 2kg,Household,Cleaning Supplies,80
P01078,Pure Banana 500ml,Beverages,Juices,100
P01079,Fresh Tomato 2kg,Snacks & Branded Foods,Instant Food,60
P01080,Urban Tomato 1L,Household,Laundry,320
P01081,Urban Tea 500ml,Fruits & Vegetables,Fresh Vegetables,140
P01082,Smart Cold Drink 6 pcs,Fruits & Vegetables,Fresh Vegetables,170
P01083,Metro Shampoo 12 pcs,Personal Care,Skin Care,220
P01084,Green Tomato 500g,Grocery & Staples,Dry Fruits,290
P01085,Fresh Juice 500g,Grocery & Staples,Dry Fruits,130
P01086,Pure Atta 1kg,Baby Care,Diapers,590
P01087,Urban Namkeen 12 pcs,Snacks & Branded Foods,Chips & Namkeen,40
P01088,Pure Dishwash 1L,Baby Care,Diapers,530
P01089,Fresh Juice 200g,Personal Care,Skin Care,150
P01090,Green Cookies 12 pcs,Fruits & Vegetables,Herbs,190
P01091,Happy Atta 500ml,Household,Laundry,290
P01092,Fresh Toor Dal 6 pcs,Household,Disposables,160
P01093,Urban Shampoo 6 pcs,Fruits & Vegetables,Fresh Fruits,60
P01094,Metro Toor Dal 1kg,Household,Disposables,340
P01095,Smart Floor Cleaner 200g,Fruits & Vegetables,Fresh Vegetables,70
P01096,Smart Cashew 500ml,Fruits & Vegetables,Fresh Vegetables,160
P01097,Happy Floor Cleaner 1L,Household,Disposables,360
P01098,Quick Toor Dal 500ml,Beverages,Tea & Coffee,230
P01099,Urban Cookies 6 pcs,Grocery & Staples,Dal & Pulses,180
P01100,Fresh Cookies 1kg,Personal Care,Skin Care,560
P01101,Green Toor Dal 12 pcs,Baby Care,Diapers,170
P01102,Smart Almonds 1kg,Fruits & Vegetables,Fresh Fruits,190
P01103,Daily Tea 2kg,Personal Care,Oral Care,580
P01104,Good Toor Dal 2kg,Snacks & Branded Foods,Biscuits & Cookies,250
P01105,Urban Shampoo 200g,Dairy & Bakery,Cakes,150
P01106,Quick Apple 1L,Fruits & Vegetables,Herbs,280
P01107,Green Juice 2kg,Snacks & Branded Foods,Chips & Namkeen,150
P01108,Smart Apple 2kg,Personal Care,Hair Care,120
P01109,Smart Potato 500g,Fruits & Vegetables,Fresh Vegetables,40
P01110,Green Chocolate 12 pcs,Dairy & Bakery,Breads,200
P01111,Green Cookies 2kg,Grocery & Staples,Dal & Pulses,90
P01112,Pure Juice 200g,Snacks & Branded Foods,Chips & Namkeen,90
P01113,Urban Potato 1kg,Beverages,Energy Drinks,230
P01114,Daily Cashew 2kg,Dairy & Bakery,Paneer,170
P01115,Daily Atta 12 pcs,Dairy & Bakery,Curd & Yogurt,100
P01116,Quick Toothpaste 6 pcs,Fruits & Vegetables,Fresh Vegetables,250
P01117,Good Atta 200g,Snacks & Branded Foods,Biscuits & Cookies,150
P01118,Quick Namkeen 12 pcs,Grocery & Staples,Atta & Flour,80
P01119,Green Cookies 2kg,Household,Disposables,90
P01120,Fresh Toor Dal 500g,Snacks & Branded Foods,Biscuits & Cookies,110
P01121,Pure Namkeen 200g,Grocery & Staples,Atta & Flour,570
P01122,Smart Floor Cleaner 500g,Baby Care,Diapers,670
P01123,Fresh Toothpaste 12 pcs,Baby Care,Baby Food,210
P01124,Pure Curd 200g,Grocery & Staples,Dry Fruits,420
P01125,Metro Potato 500ml,Household,Laundry,390
P01126,Smart Shampoo 12 pcs,Grocery & Staples,Atta & Flour,100
P01127,Smart Toothpaste 12 pcs,Fruits & Vegetables,Fresh Vegetables,110
P01128,Good Juice 500g,Personal Care,Oral Care,430
P01129,Daily Namkeen 6 pcs,Household,Cleaning Supplies,250
P01130,Smart Cold Drink 500g,Fruits & Vegetables,Fresh Vegetables,160
P01131,Good Basmati Rice 200g,Snacks & Branded Foods,Instant Food,220
P01132,Smart Apple 500ml,Dairy & Bakery,Cakes,140
P01133,Daily Shampoo 6 pcs,Baby Care,Baby Food,640
P01134,Metro Toothpaste 200g,Fruits & Vegetables,Herbs,230
P01135,Green Apple 200g,Fruits & Vegetables,Fresh Fruits,280
P01136,Happy Namkeen 6 pcs,Baby Care,Diapers,380
P01137,Daily Coffee 1L,Personal Care,Deos & Perfumes,590
P01138,Smart Tea 200g,Personal Care,Deos & Perfumes,160
P01139,Good Namkeen 6 pcs,Fruits & Vegetables,Herbs,250
P01140,Pure Dishwash 2kg,Fruits & Vegetables,Fresh Vegetables,200
P01141,Smart Curd 200g,Snacks & Branded Foods,Biscuits & Cookies,110
P01142,Green Chocolate 2kg,Beverages,Energy Drinks,60
P01143,Metro Toor Dal 200g,Fruits & Vegetables,Herbs,30
P01144,Green Tea 1kg,Fruits & Vegetables,Fresh Fruits,300
P01145,Pure Almonds 2kg,Dairy & Bakery,Cakes,210
P01146,Good Milk 200g,Fruits & Vegetables,Fresh Fruits,150
P01147,Green Toor Dal 1kg,Fruits & Vegetables,Fresh Fruits,40
P01148,Green Potato 12 pcs,Dairy & Bakery,Paneer,190
P01149,Quick Juice 500ml,Household,Cleaning Supplies,160
P01150,Pure Namkeen 500g,Personal Care,Oral Care,390
P01151,Good Cookies 200g,Household,Cleaning Supplies,40
P01152,Pure Banana 12 pcs,Baby Care,Diapers,650
P01153,Fresh Floor Cleaner 500g,Personal Care,Deos & Perfumes,230
P01154,Happy Namkeen 2kg,Grocery & Staples,Dry Fruits,170
P01155,Smart Shampoo 500g,Household,Disposables,140
P01156,Urban Curd 1L,Dairy & Bakery,Breads,150
P01157,Fresh Basmati Rice 1kg,Beverages,Soft Drinks,250
P01158,Green Chocolate 12 pcs,Household,Disposables,150
P01159,Metro Toothpaste 500g,Snacks & Branded Foods,Biscuits & Cookies,80
P01160,Metro Curd 1kg,Fruits & Vegetables,Fresh Fruits,190
P01161,Good Coffee 12 pcs,Household,Laundry,240
P01162,Urban Atta 500g,Dairy & Bakery,Breads,210
P01163,Pure Floor Cleaner 500ml,Personal Care,Deos & Perfumes,560
P01164,Smart Curd 500ml,Snacks & Branded Foods,Biscuits & Cookies,100
P01165,Good Cookies 1kg,Snacks & Branded Foods,Instant Food,80
P01166,Fresh Floor Cleaner 500g,Snacks & Branded Foods,Chips & Namkeen,50
P01167,Green Toothpaste 500g,Dairy & Bakery,Curd & Yogurt,290
P01168,Daily Basmati Rice 1kg,Personal Care,Skin Care,510
P01169,Daily Bread 1kg,Beverages,Energy Drinks,180
P01170,Green Bread 200g,Grocery & Staples,Atta & Flour,120
P01171,Urban Coffee 500g,Baby Care,Baby Skin Care,500
P01172,Urban Tea 1L,Beverages,Juices,210
P01173,Green Chocolate 6 pcs,Fruits & Vegetables,Fresh Fruits,270
P01174,Smart Bread 500g,Baby Care,Diapers,150
P01175,Green Potato 500ml,Household,Disposables,300
P01176,Pure Cashew 12 pcs,Baby Care,Baby Food,290
P01177,Green Banana 200g,Household,Laundry,290
P01178,Daily Cookies 12 pcs,Baby Care,Diapers,690
P01179,Green Chocolate 1kg,Snacks & Branded Foods,Chips & Namkeen,130
P01180,Pure Cookies 500ml,Grocery & Staples,Atta & Flour,570
P01181,Smart Namkeen 12 pcs,Household,Laundry,380
P01182,Happy Eggs 2kg,Dairy & Bakery,Paneer,210
P01183,Good Almonds 500g,Personal Care,Deos & Perfumes,100
P01184,Urban Cookies 1kg,Beverages,Energy Drinks,100
P01185,Urban Milk 6 pcs,Household,Laundry,330
P01186,Good Almonds 2kg,Dairy & Bakery,Paneer,70
P01187,Metro Eggs 500g,Fruits & Vegetables,Herbs,80
P01188,Good Juice 1kg,Snacks & Branded Foods,Chips & Namkeen,160
P01189,Pure Atta 500ml,Grocery & Staples,Dal & Pulses,260
P01190,Fresh Dishwash 1kg,Baby Care,Baby Food,300
P01191,Quick Dishwash 12 pcs,Grocery & Staples,Atta & Flour,110
P01192,Fresh Namkeen 500ml,Baby Care,Baby Skin Care,490
P01193,Happy Toothpaste 500g,Personal Care,Hair Care,90
P01194,Metro Chocolate 200g,Snacks & Branded Foods,Biscuits & Cookies,130
P01195,Daily Potato 1kg,Beverages,Tea & Coffee,40
P01196,Good Apple 1kg,Grocery & Staples,Dry Fruits,160
P01197,Quick Almonds 12 pcs,Snacks & Branded Foods,Instant Food,150
P01198,Daily Banana 200g,Fruits & Vegetables,Fresh Fruits,150
P01199,Daily Coffee 6 pcs,Household,Laundry,200
P01200,Happy Tea 6 pcs,Fruits & Vegetables,Herbs,240
